arg_id,argument,topic,stance,sents,sents_with_scores,gt-kps,gt-cand-kps,aspects
arg_2_71,"the vow of celibacy should be a personal choice, no one should be denied this right, it can allow religious leaders to feel closer to their god and remove distractions from their faith",The vow of celibacy should be abandoned,-1,"['the vow of celibacy should be a personal choice, no one should be denied this right, it can allow religious leaders to feel closer to their god and remove distractions from their faith']","[('the vow of celibacy should be a personal choice, no one should be denied this right, it can allow religious leaders to feel closer to their god and remove distractions from their faith', 0.9099610447883606)]",['Celibacy allows a priest to focus on God'],"['the vow of celibacy should be a personal choice, no one should be denied this right, it can allow religious leaders to feel closer to their god and remove distractions from their faith']","['', 'distractions', 'religious leaders', 'god', 'personal choice']"
arg_2_72,the vow of celibacy should be promoted as it brings the sense of self control and purity to a person's soul.,The vow of celibacy should be abandoned,-1,"[""the vow of celibacy should be promoted as it brings the sense of self control and purity to a person's soul.""]","[(""the vow of celibacy should be promoted as it brings the sense of self control and purity to a person's soul."", 0.9255480766296387)]",[],[],"['purity', 'self control']"
arg_2_73,the vow of celibacy should be up to each individual.,The vow of celibacy should be abandoned,-1,['the vow of celibacy should be up to each individual.'],"[('the vow of celibacy should be up to each individual.', 0.5753181576728821)]",[],[],"['vow', 'celibacy']"
arg_2_74,the vow of celibacy should not be abandoned as it is a way for people to express their personal beliefs and moral standing,The vow of celibacy should be abandoned,-1,['the vow of celibacy should not be abandoned as it is a way for people to express their personal beliefs and moral standing'],"[('the vow of celibacy should not be abandoned as it is a way for people to express their personal beliefs and moral standing', 0.8824502825737)]",[],[],"['moral', 'vow', 'celibacy', 'personal beliefs']"
arg_2_75,the vow of celibacy should not be abandoned as it shows the willingness to make sacrifices on behalf of god.,The vow of celibacy should be abandoned,-1,['the vow of celibacy should not be abandoned as it shows the willingness to make sacrifices on behalf of god.'],"[('the vow of celibacy should not be abandoned as it shows the willingness to make sacrifices on behalf of god.', 0.8577954769134521)]",['Celibacy allows a priest to focus on God'],['the vow of celibacy should not be abandoned as it shows the willingness to make sacrifices on behalf of god.'],"['vow', 'celibacy', 'god', 'sacrifices']"
arg_2_76,The vow of celibacy should not be abandoned as religious people have lived this way for a long time and their traditions should be respected.,The vow of celibacy should be abandoned,-1,['The vow of celibacy should not be abandoned as religious people have lived this way for a long time and their traditions should be respected.'],"[('The vow of celibacy should not be abandoned as religious people have lived this way for a long time and their traditions should be respected.', 0.8783740401268005)]",['Religious experiences and traditions should be maintained'],['The vow of celibacy should not be abandoned as religious people have lived this way for a long time and their traditions should be respected.'],"['traditions', 'vow', 'celibacy']"
arg_2_77,the vow of celibacy should not be abandoned because if people honor this there would be less deceased in the world,The vow of celibacy should be abandoned,-1,['the vow of celibacy should not be abandoned because if people honor this there would be less deceased in the world'],"[('the vow of celibacy should not be abandoned because if people honor this there would be less deceased in the world', 0.6692691445350647)]",[],[],"['vow', 'less deceased', 'celibacy']"
arg_2_78,the vow of celibacy should not be abandoned because it allows priests and nuns to concentrate on serving their god instead of being distracted by the needs of man.,The vow of celibacy should be abandoned,-1,['the vow of celibacy should not be abandoned because it allows priests and nuns to concentrate on serving their god instead of being distracted by the needs of man.'],"[('the vow of celibacy should not be abandoned because it allows priests and nuns to concentrate on serving their god instead of being distracted by the needs of man.', 0.8797709941864014)]",['Celibacy allows a priest to focus on God'],['the vow of celibacy should not be abandoned because it allows priests and nuns to concentrate on serving their god instead of being distracted by the needs of man.'],"['vow', 'celibacy', 'serving', 'distracted', 'needs of man', 'god']"
arg_2_79,the vow of celibacy should not be abandoned because it is a centuries old practice that is considered sacred and holy.,The vow of celibacy should be abandoned,-1,['the vow of celibacy should not be abandoned because it is a centuries old practice that is considered sacred and holy.'],"[('the vow of celibacy should not be abandoned because it is a centuries old practice that is considered sacred and holy.', 0.8620677590370178)]",[],[],"['vow', 'sacred and holy', 'celibacy']"
arg_2_80,the vow of celibacy should not be abandoned because it is part of some religions,The vow of celibacy should be abandoned,-1,['the vow of celibacy should not be abandoned because it is part of some religions'],"[('the vow of celibacy should not be abandoned because it is part of some religions', 0.7033863067626953)]",['Religious experiences and traditions should be maintained'],['the vow of celibacy should not be abandoned because it is part of some religions'],['vow of celibacy']
arg_2_81,the vow of celibacy should not be abandoned because many people still respect it.,The vow of celibacy should be abandoned,-1,['the vow of celibacy should not be abandoned because many people still respect it.'],"[('the vow of celibacy should not be abandoned because many people still respect it.', 0.6639790534973145)]",[],[],"['vow', 'respect', 'celibacy']"
arg_2_82,the vow of celibacy should not be abandoned because people have the right to not enter into a marital or sexual relationship.,The vow of celibacy should be abandoned,-1,['the vow of celibacy should not be abandoned because people have the right to not enter into a marital or sexual relationship.'],"[('the vow of celibacy should not be abandoned because people have the right to not enter into a marital or sexual relationship.', 0.8222025036811829)]",['Priests choose to be celibates'],['the vow of celibacy should not be abandoned because people have the right to not enter into a marital or sexual relationship.'],"['relationship', 'vow', 'marital', 'celibacy', 'right']"
arg_2_83,the vow of celibacy should not be abandoned because the vow is scared and does not harm anyone that does not believe in the vow.,The vow of celibacy should be abandoned,-1,['the vow of celibacy should not be abandoned because the vow is scared and does not harm anyone that does not believe in the vow.'],"[('the vow of celibacy should not be abandoned because the vow is scared and does not harm anyone that does not believe in the vow.', 0.660991370677948)]",['Celibacy is a strong religious belief'],['the vow of celibacy should not be abandoned because the vow is scared and does not harm anyone that does not believe in the vow.'],"['harm', 'vow', 'celibacy', 'scared']"
arg_2_84,the vow of celibacy should not be abandoned because there are still people out there that feel this is the right way of life for them and there is nothing wrong with that way of life.,The vow of celibacy should be abandoned,-1,['the vow of celibacy should not be abandoned because there are still people out there that feel this is the right way of life for them and there is nothing wrong with that way of life.'],"[('the vow of celibacy should not be abandoned because there are still people out there that feel this is the right way of life for them and there is nothing wrong with that way of life.', 0.8152092099189758)]",[],[],"['vow', 'way of life', 'celibacy', 'right way of life']"
arg_2_85,the vow of celibacy should not be abandoned because when a priest enters into service the church should be his highest calling,The vow of celibacy should be abandoned,-1,['the vow of celibacy should not be abandoned because when a priest enters into service the church should be his highest calling'],"[('the vow of celibacy should not be abandoned because when a priest enters into service the church should be his highest calling', 0.7889978289604187)]",['Celibacy allows a priest to focus on God'],['the vow of celibacy should not be abandoned because when a priest enters into service the church should be his highest calling'],"['vow', 'celibacy']"
arg_2_86,"the vow of celibacy shouldn't be abandoned - people should be allowed to do whatever they want to do,",The vow of celibacy should be abandoned,-1,"[""the vow of celibacy shouldn't be abandoned - people should be allowed to do whatever they want to do,""]","[(""the vow of celibacy shouldn't be abandoned - people should be allowed to do whatever they want to do,"", 0.7710971832275391)]",['Priests choose to be celibates'],"[""the vow of celibacy shouldn't be abandoned - people should be allowed to do whatever they want to do,""]","['abandoned', 'vow', 'celibacy']"
arg_2_87,the vow of celibacy shouldn't be abandoned as everyone has a choice if they want to indulge in such activities,The vow of celibacy should be abandoned,-1,"[""the vow of celibacy shouldn't be abandoned as everyone has a choice if they want to indulge in such activities""]","[(""the vow of celibacy shouldn't be abandoned as everyone has a choice if they want to indulge in such activities"", 0.8282908201217651)]",['Priests choose to be celibates'],"[""the vow of celibacy shouldn't be abandoned as everyone has a choice if they want to indulge in such activities""]","['abandoned', 'vow', 'choice', 'celibacy']"
arg_2_88,the vow of celibacy shouldn't be abandoned because it can lower the spread of stds,The vow of celibacy should be abandoned,-1,"[""the vow of celibacy shouldn't be abandoned because it can lower the spread of stds""]","[(""the vow of celibacy shouldn't be abandoned because it can lower the spread of stds"", 0.6310802102088928)]",['Removing celibacy could lead to sexually reckless acts'],"[""the vow of celibacy shouldn't be abandoned because it can lower the spread of stds""]","['spread', 'vow', 'lower', 'celibacy']"
arg_2_89,the vow of celibacy shouldn't be abandoned because it is sacred to become a priests and it follows the way of the bible,The vow of celibacy should be abandoned,-1,"[""the vow of celibacy shouldn't be abandoned because it is sacred to become a priests and it follows the way of the bible""]","[(""the vow of celibacy shouldn't be abandoned because it is sacred to become a priests and it follows the way of the bible"", 0.808890163898468)]",['Celibacy is a strong religious belief'],"[""the vow of celibacy shouldn't be abandoned because it is sacred to become a priests and it follows the way of the bible""]","['vow', 'sacred', 'celibacy']"
arg_2_90,the vow of celibacy shouldn't be abandoned because it is still important to many people and it goes hand and hand with many religions,The vow of celibacy should be abandoned,-1,"[""the vow of celibacy shouldn't be abandoned because it is still important to many people and it goes hand and hand with many religions""]","[(""the vow of celibacy shouldn't be abandoned because it is still important to many people and it goes hand and hand with many religions"", 0.8317523002624512)]",['Celibacy is a strong religious belief'],"[""the vow of celibacy shouldn't be abandoned because it is still important to many people and it goes hand and hand with many religions""]","['important', 'vow', 'celibacy']"
arg_2_91,the vow of celibacy shouldn't be abandoned for the divinity and holy spirit,The vow of celibacy should be abandoned,-1,"[""the vow of celibacy shouldn't be abandoned for the divinity and holy spirit""]","[(""the vow of celibacy shouldn't be abandoned for the divinity and holy spirit"", 0.7081356644630432)]",[],[],"['vow', 'celibacy', 'holy', 'divinity']"
arg_2_92,the vow of celibacy shouldn't be abandoned their are some people who still believe in following this commitment.,The vow of celibacy should be abandoned,-1,"[""the vow of celibacy shouldn't be abandoned their are some people who still believe in following this commitment.""]","[(""the vow of celibacy shouldn't be abandoned their are some people who still believe in following this commitment."", 0.7688935995101929)]",['Celibacy is a strong religious belief'],"[""the vow of celibacy shouldn't be abandoned their are some people who still believe in following this commitment.""]","['vow', 'celibacy']"
arg_2_93,the vow of celibacy strengthens one's relationship to god without carnal distractions.,The vow of celibacy should be abandoned,-1,"[""the vow of celibacy strengthens one's relationship to god without carnal distractions.""]","[(""the vow of celibacy strengthens one's relationship to god without carnal distractions."", 0.8568146824836731)]",['Celibacy allows a priest to focus on God'],"[""the vow of celibacy strengthens one's relationship to god without carnal distractions.""]","['carnal distractions', 'relationship to god']"
arg_2_94,"the vow of celibacy symbolizes a priest or nun's commitment to their calling, and is an important show of faith.",The vow of celibacy should be abandoned,-1,"[""the vow of celibacy symbolizes a priest or nun's commitment to their calling, and is an important show of faith.""]","[(""the vow of celibacy symbolizes a priest or nun's commitment to their calling, and is an important show of faith."", 0.9307963848114014)]",['Celibacy is a strong religious belief'],"[""the vow of celibacy symbolizes a priest or nun's commitment to their calling, and is an important show of faith.""]","['calling', 'celibacy', 'commitment', 'show of faith']"
arg_2_95,the vow of celibacy when used honestly means more focus on the flock than the priest's own family so should be kept.,The vow of celibacy should be abandoned,-1,"[""the vow of celibacy when used honestly means more focus on the flock than the priest's own family so should be kept.""]","[(""the vow of celibacy when used honestly means more focus on the flock than the priest's own family so should be kept."", 0.8623049259185791)]",['Celibacy allows a priest to focus on God'],"[""the vow of celibacy when used honestly means more focus on the flock than the priest's own family so should be kept.""]","['focus on the flock', 'vow', 'celibacy']"
arg_2_96,"the vow of celibacy, and those who choose to make that vow, should be respected. it should be a matter of individual choice for the individual.",The vow of celibacy should be abandoned,-1,"['the vow of celibacy, and those who choose to make that vow, should be respected.']","[('the vow of celibacy, and those who choose to make that vow, should be respected.', 0.814171552658081)]",['Priests choose to be celibates'],"['the vow of celibacy, and those who choose to make that vow, should be respected.']","['vow of celibacy', 'individual choice']"
arg_2_97,they hold a very high title to which they agreed to be held by all rules.,The vow of celibacy should be abandoned,-1,[],[],[],[],['high title']
arg_2_98,this is a church tradition that needs to be upheld.,The vow of celibacy should be abandoned,-1,['this is a church tradition that needs to be upheld.'],"[('this is a church tradition that needs to be upheld.', 0.703588604927063)]",['Religious experiences and traditions should be maintained'],['this is a church tradition that needs to be upheld.'],['church tradition']
arg_2_99,this is a fundamental part of being a priest or nun. they don't need this distraction.,The vow of celibacy should be abandoned,-1,['this is a fundamental part of being a priest or nun.'],"[('this is a fundamental part of being a priest or nun.', 0.7840052247047424)]",[],[],"['fundamental', 'distraction']"
arg_2_100,this is an established tenet of certain churches. abandoning it would infringe on their freedom of religion,The vow of celibacy should be abandoned,-1,"['this is an established tenet of certain churches.', 'abandoning it would infringe on their freedom of religion']","[('this is an established tenet of certain churches.', 0.7472946643829346), ('abandoning it would infringe on their freedom of religion', 0.8716329336166382)]","['Celibacy is a strong religious belief', 'Religious experiences and traditions should be maintained']","['this is an established tenet of certain churches.', 'this is an established tenet of certain churches.']","['freedom', 'infringe']"
arg_2_101,this vow is a sacred thing and means the person has chosen to concentrate wholly on god not their own wants.,The vow of celibacy should be abandoned,-1,['this vow is a sacred thing and means the person has chosen to concentrate wholly on god not their own wants.'],"[('this vow is a sacred thing and means the person has chosen to concentrate wholly on god not their own wants.', 0.7841783165931702)]",['Celibacy allows a priest to focus on God'],['this vow is a sacred thing and means the person has chosen to concentrate wholly on god not their own wants.'],"['sacred', 'concentrate', 'god']"
arg_2_102,"those adhering to a vow of celibacy show their dedication to their faith, such moral strength is something to be commended.",The vow of celibacy should be abandoned,-1,"['those adhering to a vow of celibacy show their dedication to their faith, such moral strength is something to be commended.']","[('those adhering to a vow of celibacy show their dedication to their faith, such moral strength is something to be commended.', 0.923417329788208)]",[],[],"['dedication', 'moral strength', 'faith']"
arg_2_103,to remain celibate is to remain pure & should not be abandoned,The vow of celibacy should be abandoned,-1,['to remain celibate is to remain pure & should not be abandoned'],"[('to remain celibate is to remain pure & should not be abandoned', 0.7030441164970398)]",[],[],"['pure', 'celibate']"
arg_2_104,traditionally some religions feel like the practice of celibacy ensures their members are purer.,The vow of celibacy should be abandoned,-1,['traditionally some religions feel like the practice of celibacy ensures their members are purer.'],"[('traditionally some religions feel like the practice of celibacy ensures their members are purer.', 0.7796329855918884)]",['Celibacy makes the priests to be perceived as holy'],['traditionally some religions feel like the practice of celibacy ensures their members are purer.'],"['celibacy', 'purer']"
arg_2_105,vow of celibacy is important for some religious members and should be allowed to remain.,The vow of celibacy should be abandoned,-1,['vow of celibacy is important for some religious members and should be allowed to remain.'],"[('vow of celibacy is important for some religious members and should be allowed to remain.', 0.8394803404808044)]",['Celibacy is a strong religious belief'],['vow of celibacy is important for some religious members and should be allowed to remain.'],"['celibacy', 'religious']"
arg_2_106,vows of celibacy are a way of expressing devotion and channelling ones thoughts away from desire into worship.,The vow of celibacy should be abandoned,-1,['vows of celibacy are a way of expressing devotion and channelling ones thoughts away from desire into worship.'],"[('vows of celibacy are a way of expressing devotion and channelling ones thoughts away from desire into worship.', 0.8911941051483154)]",['Celibacy allows a priest to focus on God'],['vows of celibacy are a way of expressing devotion and channelling ones thoughts away from desire into worship.'],"['devotion', 'desire', 'celibacy', 'expressing', 'channelling ones thoughts']"
arg_2_107,we live in a free and open society if people choose to be celibate then we should respect their choice.,The vow of celibacy should be abandoned,-1,[],[],['Priests choose to be celibates'],[[]],"['respect their choice', 'free and open society']"
arg_2_108,we should not abandon the vow of celibacy because it is a centuries old custom that is seen as sacred and holy.,The vow of celibacy should be abandoned,-1,[],[],['Religious experiences and traditions should be maintained'],[[]],"['vow', 'sacred and holy', 'celibacy']"
arg_2_109,"we should not abandon the vow of celibacy, to some religious clergy it is a fundamental part of their faith and it ought to be their choice to make this commitment",The vow of celibacy should be abandoned,-1,[],[],['Celibacy is a strong religious belief'],[[]],"['vow', 'choice', 'celibacy', 'faith', 'fundamental part']"
arg_2_110,"we shouldn't ban celiebcay because someone might not be interested in sex and it could force them into doing something that they might not want to do,",The vow of celibacy should be abandoned,-1,[],[],[],[],"['interested in sex', 'celiebcay']"
arg_2_111,When someone becomes a nun or priest they should wholly devote themselves to God only.,The vow of celibacy should be abandoned,-1,['When someone becomes a nun or priest they should wholly devote themselves to God only.'],"[('When someone becomes a nun or priest they should wholly devote themselves to God only.', 0.7112935781478882)]",['Celibacy allows a priest to focus on God'],['When someone becomes a nun or priest they should wholly devote themselves to God only.'],"['god', 'devote']"
arg_2_112,"a vow of celibacy does nothing but cause issues inside religious groups, such as that of young boys and priests.",The vow of celibacy should be abandoned,1,"['a vow of celibacy does nothing but cause issues inside religious groups, such as that of young boys and priests.']","[('a vow of celibacy does nothing but cause issues inside religious groups, such as that of young boys and priests.', 0.9013528823852539)]",['Celibacy leads to wrong sexual behaviour'],"['a vow of celibacy does nothing but cause issues inside religious groups, such as that of young boys and priests.']","['religious groups', 'celibacy', 'issues']"
arg_2_113,a vow of celibacy is an archaic stricture that limits the freedoms of priests and harms their relationship with the world as they are less relatable to normal people and are suppressing their natural drives.,The vow of celibacy should be abandoned,1,['a vow of celibacy is an archaic stricture that limits the freedoms of priests and harms their relationship with the world as they are less relatable to normal people and are suppressing their natural drives.'],"[('a vow of celibacy is an archaic stricture that limits the freedoms of priests and harms their relationship with the world as they are less relatable to normal people and are suppressing their natural drives.', 1.0404263734817505)]","['Celibacy is outdated', 'Celibacy is unhealthy/unnatural']","['a vow of celibacy is an archaic stricture that limits the freedoms of priests and harms their relationship with the world as they are less relatable to normal people and are suppressing their natural drives.', 'a vow of celibacy is an archaic stricture that limits the freedoms of priests and harms their relationship with the world as they are less relatable to normal people and are suppressing their natural drives.']","['harms', 'freedoms of priests', 'natural drives', 'relationship with the world', 'suppressing']"
arg_2_114,a vow of celibacy is so outdated it has no place in modern society,The vow of celibacy should be abandoned,1,['a vow of celibacy is so outdated it has no place in modern society'],"[('a vow of celibacy is so outdated it has no place in modern society', 0.9937211275100708)]",['Celibacy is outdated'],['a vow of celibacy is so outdated it has no place in modern society'],"['vow', 'celibacy', 'outdated']"
arg_2_115,all human beings have the right to satisfy our needs,The vow of celibacy should be abandoned,1,['all human beings have the right to satisfy our needs'],"[('all human beings have the right to satisfy our needs', 0.6948519349098206)]",['Celibacy is unhealthy/unnatural'],['all human beings have the right to satisfy our needs'],['right to satisfy']
arg_2_116,being celibate does not mean that your beliefs are stronger. abstinence from sex should not be seen as any more of a a sign of faith as abstinence from anything else.,The vow of celibacy should be abandoned,1,"['being celibate does not mean that your beliefs are stronger.', 'abstinence from sex should not be seen as any more of a a sign of faith as abstinence from anything else.']","[('being celibate does not mean that your beliefs are stronger.', 0.6266100406646729), ('abstinence from sex should not be seen as any more of a a sign of faith as abstinence from anything else.', 0.7387162446975708)]",[],[],"['beliefs', 'abstinence from sex', 'celibate', 'faith', 'abstinence']"
arg_2_117,celibacy detracts otherwise talented individuals from entering the clergy.,The vow of celibacy should be abandoned,1,['celibacy detracts otherwise talented individuals from entering the clergy.'],"[('celibacy detracts otherwise talented individuals from entering the clergy.', 0.8893731236457825)]",['Celibacy reduces the pool of people wanting to become priests'],['celibacy detracts otherwise talented individuals from entering the clergy.'],"['talented individuals', 'clergy']"
arg_2_118,celibacy in the church is an antiquated vow and should be abandoned. it brings harm in the form of unnatural acts against easy prey to satisfy sexual urges which are normal and are being treated as if a sin.,The vow of celibacy should be abandoned,1,['celibacy in the church is an antiquated vow and should be abandoned.'],"[('celibacy in the church is an antiquated vow and should be abandoned.', 0.9424565434455872)]","['Celibacy is outdated', 'Celibacy leads to wrong sexual behaviour']","['celibacy in the church is an antiquated vow and should be abandoned.', 'celibacy in the church is an antiquated vow and should be abandoned.']","['sin', 'antiquated vow', 'unnatural acts', 'prey', 'harm', 'sexual urges']"
arg_2_119,celibacy is an outdated idea from the early churches. many priests do not live up to the vow they take.,The vow of celibacy should be abandoned,1,"['celibacy is an outdated idea from the early churches.', 'many priests do not live up to the vow they take.']","[('celibacy is an outdated idea from the early churches.', 0.9410873651504517), ('many priests do not live up to the vow they take.', 0.7023090720176697)]",['Celibacy is outdated'],['celibacy is an outdated idea from the early churches.'],"['outdated idea', 'vow']"
arg_2_120,celibacy is an outdated ideology and did not apply until recently in religious orders.,The vow of celibacy should be abandoned,1,['celibacy is an outdated ideology and did not apply until recently in religious orders.'],"[('celibacy is an outdated ideology and did not apply until recently in religious orders.', 0.9930174350738525)]",['Celibacy is outdated'],['celibacy is an outdated ideology and did not apply until recently in religious orders.'],['outdated ideology']
arg_2_121,celibacy is an outdated thinking that is not realistic,The vow of celibacy should be abandoned,1,['celibacy is an outdated thinking that is not realistic'],"[('celibacy is an outdated thinking that is not realistic', 0.948599636554718)]",['Celibacy is outdated'],['celibacy is an outdated thinking that is not realistic'],['outdated thinking']
arg_2_122,celibacy is an unnatural state for humans and should be abandoned by the church and others. it leads to negative behaviors based on the attempt to suppress a normal human urge to procreate.,The vow of celibacy should be abandoned,1,['celibacy is an unnatural state for humans and should be abandoned by the church and others.'],"[('celibacy is an unnatural state for humans and should be abandoned by the church and others.', 0.8263729810714722)]",['Celibacy is unhealthy/unnatural'],['celibacy is an unnatural state for humans and should be abandoned by the church and others.'],"['abandoned', 'human urge', 'negative behaviors', 'unnatural state']"
arg_2_123,"celibacy is antiquated and with the diminution of overly religious beliefs, celibacy no longer needs encouragement nor promotional encouragement.",The vow of celibacy should be abandoned,1,"['celibacy is antiquated and with the diminution of overly religious beliefs, celibacy no longer needs encouragement nor promotional encouragement.']","[('celibacy is antiquated and with the diminution of overly religious beliefs, celibacy no longer needs encouragement nor promotional encouragement.', 0.9860273003578186)]",['Celibacy is outdated'],"['celibacy is antiquated and with the diminution of overly religious beliefs, celibacy no longer needs encouragement nor promotional encouragement.']","['antiquated', 'encouragement', 'overly religious beliefs', 'promotional encouragement']"
arg_2_124,celibacy is no longer considered an important quality,The vow of celibacy should be abandoned,1,['celibacy is no longer considered an important quality'],"[('celibacy is no longer considered an important quality', 0.7757502794265747)]",['Celibacy is outdated'],['celibacy is no longer considered an important quality'],['important']
arg_2_125,celibacy is not a natural human condition and forcing it upon priests only leads to them expressing their sexuality inappropriately,The vow of celibacy should be abandoned,1,['celibacy is not a natural human condition and forcing it upon priests only leads to them expressing their sexuality inappropriately'],"[('celibacy is not a natural human condition and forcing it upon priests only leads to them expressing their sexuality inappropriately', 0.9529097676277161)]",[],[],"['sexuality', 'natural human condition']"
arg_2_126,celibacy is responsible for the child abuse cover up by the catholic church,The vow of celibacy should be abandoned,1,['celibacy is responsible for the child abuse cover up by the catholic church'],"[('celibacy is responsible for the child abuse cover up by the catholic church', 0.8582058548927307)]",['Celibacy leads to wrong sexual behaviour'],['celibacy is responsible for the child abuse cover up by the catholic church'],['child abuse cover']
arg_2_127,celibacy is too hard to follow. people have needs.,The vow of celibacy should be abandoned,1,"['celibacy is too hard to follow.', 'people have needs.']","[('celibacy is too hard to follow.', 0.5939385890960693), ('people have needs.', 0.5530181527137756)]",['Celibacy is too pressuring/diffcult'],['celibacy is too hard to follow.'],['needs']
arg_2_128,celibacy is unnatural and serves no useful purpose in regards to a persons faith,The vow of celibacy should be abandoned,1,['celibacy is unnatural and serves no useful purpose in regards to a persons faith'],"[('celibacy is unnatural and serves no useful purpose in regards to a persons faith', 0.8825064301490784)]",['Celibacy is unhealthy/unnatural'],['celibacy is unnatural and serves no useful purpose in regards to a persons faith'],"['useful purpose', 'unnatural']"
arg_2_129,Celibacy puts undue pressure on priests and leads to secret homosexuality and pedophilia and should be stopped.,The vow of celibacy should be abandoned,1,['Celibacy puts undue pressure on priests and leads to secret homosexuality and pedophilia and should be stopped.'],"[('Celibacy puts undue pressure on priests and leads to secret homosexuality and pedophilia and should be stopped.', 0.8983760476112366)]",['Celibacy leads to wrong sexual behaviour'],['Celibacy puts undue pressure on priests and leads to secret homosexuality and pedophilia and should be stopped.'],"['pressure', 'priests', 'secret homosexuality', 'pedophilia']"
arg_2_130,"celibacy vows are unnatural, and can cause problems.",The vow of celibacy should be abandoned,1,"['celibacy vows are unnatural, and can cause problems.']","[('celibacy vows are unnatural, and can cause problems.', 0.8203698992729187)]",['Celibacy is unhealthy/unnatural'],"['celibacy vows are unnatural, and can cause problems.']","['problems', 'cause', 'vows', 'unnatural']"
arg_2_131,clergy should have the option to marry and have a family like everyone else,The vow of celibacy should be abandoned,1,['clergy should have the option to marry and have a family like everyone else'],"[('clergy should have the option to marry and have a family like everyone else', 0.8629754781723022)]",[],[],"['option to marry', 'family']"
arg_2_132,"for most people, celibacy goes against human nature. the scandals of the catholic church relating to the sexual predators who have taken this vow as well as the vow of priesthood is a good example.",The vow of celibacy should be abandoned,1,"['for most people, celibacy goes against human nature.', 'the scandals of the catholic church relating to the sexual predators who have taken this vow as well as the vow of priesthood is a good example.']","[('for most people, celibacy goes against human nature.', 0.7933908104896545), ('the scandals of the catholic church relating to the sexual predators who have taken this vow as well as the vow of priesthood is a good example.', 0.61454838514328)]",['Celibacy leads to wrong sexual behaviour'],['the scandals of the catholic church relating to the sexual predators who have taken this vow as well as the vow of priesthood is a good example.'],"['priesthood', 'celibacy', 'scandals', 'human nature', 'sexual predators']"
arg_2_133,human sexual desires are god given and their is nothing to gain by repressing them,The vow of celibacy should be abandoned,1,['human sexual desires are god given and their is nothing to gain by repressing them'],"[('human sexual desires are god given and their is nothing to gain by repressing them', 0.5987228751182556)]",['Celibacy is unhealthy/unnatural'],['human sexual desires are god given and their is nothing to gain by repressing them'],"['god given', 'repressing', 'sexual desires']"
arg_2_134,I think it's unhealthy for a couple to not have sex until marriage. It can create tension and cause some people to cheat and have sex with another person.,The vow of celibacy should be abandoned,1,[],[],['Celibacy is unhealthy/unnatural'],[[]],"['cheat', 'tension', 'unhealthy']"
arg_2_135,i think the vow of celibacy should abandoned because the group of millenials and beyond is never going to follow it.,The vow of celibacy should be abandoned,1,[],[],[],[],"['vow', 'celibacy']"
arg_2_136,if celibacy is abolished maybe there will be less molestation in the church,The vow of celibacy should be abandoned,1,['if celibacy is abolished maybe there will be less molestation in the church'],"[('if celibacy is abolished maybe there will be less molestation in the church', 0.7659711837768555)]",['Celibacy leads to wrong sexual behaviour'],['if celibacy is abolished maybe there will be less molestation in the church'],"['molestation', 'less']"
arg_2_137,if celibacy was abandoned then there would be more choice of partners and relationships could be improved.,The vow of celibacy should be abandoned,1,['if celibacy was abandoned then there would be more choice of partners and relationships could be improved.'],"[('if celibacy was abandoned then there would be more choice of partners and relationships could be improved.', 0.8703368902206421)]",[],[],"['relationships', 'choice of partners']"
arg_2_138,"if the vow of celibacy is not abandoned, the number of men joining the priesthood will continue to decline.",The vow of celibacy should be abandoned,1,"['if the vow of celibacy is not abandoned, the number of men joining the priesthood will continue to decline.']","[('if the vow of celibacy is not abandoned, the number of men joining the priesthood will continue to decline.', 0.8999500870704651)]",['Celibacy reduces the pool of people wanting to become priests'],"['if the vow of celibacy is not abandoned, the number of men joining the priesthood will continue to decline.']","['vow', 'celibacy']"
arg_2_139,"in a religious sense, the outdated vows of celibacy should be lifted. priests should be allowed to marry and have sex like everyone else.",The vow of celibacy should be abandoned,1,"['in a religious sense, the outdated vows of celibacy should be lifted.', 'priests should be allowed to marry and have sex like everyone else.']","[('in a religious sense, the outdated vows of celibacy should be lifted.', 0.8421218395233154), ('priests should be allowed to marry and have sex like everyone else.', 0.7849988341331482)]",['Celibacy is outdated'],"['in a religious sense, the outdated vows of celibacy should be lifted.']","['vows of celibacy', 'sex', 'outdated']"
arg_2_140,in this age it is not expected anymore for anyone to be celibate,The vow of celibacy should be abandoned,1,['in this age it is not expected anymore for anyone to be celibate'],"[('in this age it is not expected anymore for anyone to be celibate', 0.6528962850570679)]",['Celibacy is outdated'],['in this age it is not expected anymore for anyone to be celibate'],['celibate']
arg_2_141,in this day and age there is no place for the vow of celibacy,The vow of celibacy should be abandoned,1,['in this day and age there is no place for the vow of celibacy'],"[('in this day and age there is no place for the vow of celibacy', 0.6937829256057739)]",['Celibacy is outdated'],['in this day and age there is no place for the vow of celibacy'],"['vow', 'celibacy']"
arg_2_142,"it is outdated and as we live in modern world, should be banned as once.",The vow of celibacy should be abandoned,1,[],[],['Celibacy is outdated'],[[]],['outdated']
arg_2_143,it is ridiculous that anyone would not have sex because of some 2000 year old fairy tale.,The vow of celibacy should be abandoned,1,[],[],['Celibacy is outdated'],[[]],
arg_2_144,it is the vow of celibacy that has been the cause of many frustrated priests that have gone on to abuse children.,The vow of celibacy should be abandoned,1,[],[],['Celibacy leads to wrong sexual behaviour'],[[]],"['abuse children', 'vow', 'frustrated priests', 'celibacy']"
